1.255170465,1.651031852,1.500938058
2.283341885,2.345728397,2.235772371,2.125090599,2.044134617,2.439024448
1.289093971,1.247872949,1.219512224,1.445347786,1.470096946,1.426140547
1.516849041,1.45514679,1.891049743,1.470096946,1.333131313,1.329004049
1.320825458,1.157057405,1.129653454,1.160184622,1.475148797
1.538596034,2.034446955,1.796101689,2.452961683,1.996596694,2.358617067
2.190144301,1.670304656,1.626016259,1.560975552,1.696712613,1.527645111
1.358443975,1.202432156,1.450230718,1.384736419,1.337284446,1.393728256
2.345728397,2.42524457,1.951219559,2.601625919,2.371648073
1.826673627,1.818933487,2.063789845,1.696712613,1.737928271,1.951219559
1.996596694,2.005926609,1.584015846,1.555319905
2.201375961,2.42524457,2.495745897,2.585953474,2.525107622
1.147776127,1.398268104,1.511508107,1.262553811,1.324902177,1.445347786
1.019639611,1.014818668,1.070494533,1.153946996,1.09507215,1.12668848
1.226480842,1.106361628,1.495708346,1.850294352,1.46009624
1.226480842,1.533101082,1.744993091,1.710232258,1.730920553
1.285234451,1.389217734,1.42141819,1.506204486,1.412066698,1.533101082
3.974706411,3.406891108,3.434146404,3.156384468
1.506204486
1.065181851,1.138642669,1.266278148,1.632198811,1.511508107
1.683405042,1.59579289,1.826673627,1.226480842
1.402837515,1.329004049,1.285234451,1.100687981,1.103517413,0.980064571,1.129653454,1.189108849,1.09507215,1.049555779,1.202432156
1.380283952,1.663830638,1.296883106,1.281397939,1.266278148,1.233529568,1.320825458,1.358443975
1.044448376,1.169668317,1.367096424,1.163328648,1.073170781,1.160184622,1.09507215,1.281397939,1.189108849
1.247872949,1.266278148,1.375859857,1.324902177,1.160184622,1.333131313,1.240659833,1.25885129,1.266278148,1.273793101,1.304766893
1.226480842,1.30081296,1.349900246,1.683405042,1.744993091,1.730920553,1.416727066,1.35415864,1.407436967,1.64470613,1.969120622
1.626016259,1.516849041,1.613790631,1.216057539,1.132634044
1.233529568
1.240659833
1.277584195,1.097872853,1.036879897
1.850294352,1.933640957,2.320369244,1.951219559,2.332979918,2.034446955,1.759296298,1.874534011
1.500938058,2.283341885,1.850294352,1.398268104,1.730920553
1.358443975,1.465079546
1.480235457
1.2442559,1.522228003
1.059921742
1.114982605,1.195733428
1.266278148,1.141670942
1.584015846,1.834479928,1.426140547,1.613790631,1.475148797
1.744993091
1.285234451
1.435679913,1.182557225
2.201375961
1.663830638,1.163328648,1.362756491,1.35415864
1.329004049,1.2442559,1.179308534,0.998298347,1.270024538,1.120804906
1.522228003,2.034446955,1.233529568,1.480235457,1.233529568,1.450230718,1.924969912,1.842353225,1.670304656
1.435679913,1.465079546
1.384736419,1.796101689
1.500938058
2.55516839,3.607296467,3.327661276,2.235772371,1.773835897,1.613790631
4.088269234
1.759296298
1.882755637,1.30081296
1.384736419,1.638428569,1.858304262,2.495745897,2.439024448,1.811258674,1.533101082,1.560975552
1.766536236,1.485357404,1.555319905
1.398268104,1.138642669,1.114982605,1.219512224,1.30081296
2.824133396,3.066202164
1.30081296
3.798834562
1.527645111,1.358443975
1.09507215,1.384736419,1.412066698,1.036879897,1.059921742,1.237084389,1.312747121
1.25885129,1.803648233,1.663830638
2.633547783,3.227581263,3.133345127,1.613790631
1.899417281,1.969120622,2.345728397,2.283341885,2.283341885,1.696712613
1.710232258
1.470096946,2.015344143,1.333131313,1.30081296,0.958188176,1.527645111
0.860257089
1.480235457
1.850294352
1.485357404,1.430894256,1.560975552,2.168021679,1.933640957,1.710232258,2.157127142,1.858304262
1.555319905
1.710232258,1.773835897
1.445347786,1.969120622,1.710232258
1.407436967,1.511508107,1.527645111
1.179308534,1.03438139,1.670304656,1.589882612,1.430894256,1.202432156,1.475148797
2.601625919,1.607746363,1.638428569,1.696712613,2.063789845,1.773835897
4.878048897,2.900461435
1.371464253,1.345668674
1.35415864
1.730920553,1.59579289,1.560975552
1.402837515
3.156384468,2.633547783
2.114622116,2.320369244,2.08382678
2.80567503,1.969120622,2.307893992,2.601625919,2.787456513
1.2442559,4.088269234
1.933640957
1.103517413
2.044134617,1.584015846
1.202432156,0.860257089
2.666262627,2.307893992,2.861788511
1.710232258,1.601747394,1.285234451
1.35415864,1.304766893,1.430894256,1.412066698,2.224188089,2.005926609,2.190144301,1.522228003
1.766536236,2.84283638
1.46009624
2.540049076,3.066202164
0.761114001,1.987353206,1.398268104,1.324902177,1.205809832
2.224188089,1.891049743
1.907859087,2.135663033,2.005926609,2.295552254,2.358617067,2.235772371,2.247478008,1.803648233,1.891049743,2.034446955
3.637866974,3.203494787,3.327661276,3.044456005,2.880995274,3.110639811,2.940193892,3.327661276
1.842353225,2.585953474,2.247478008,1.626016259,1.796101689,2.540049076
2.452961683,2.751719713,3.088261128,2.570468903,2.295552254,2.044134617,2.063789845,2.411619663,2.224188089,2.371648073
3.637866974,3.974706411,3.088261128,3.974706411,3.518592596,3.902439117,2.666262627
2.224188089,2.271260738,2.320369244
